<<<<<<< HEAD
����,������,�Ͻ�,�������(��C),�ϰ�����(mm),�ִ� ���� ǳ��(m/s),��� ������(%)
2017-03-29,수,2627,2348,42,237,0,0,966,474,3,29,0,0,봄나물비빔밥,팽이장국,언양식불고기,밥,우거지탕,돈까스,7.0,4.5,86.6,0.0
2017-03-30,목,2627,2282,67,278,223,0,802,497,3,30,0,0,밥,북어콩나물국,사천식탕수육,충무김밥,유부우동,오징어무침,10.6,0.0,62.4,0.0
2017-03-31,금,2627,2184,147,296,45,0,639,420,3,31,0,0,밥,쇠고기무국(빨갛게),생선커틀렛,밥,봄동된장국,동태콩나물찜,9.9,2.6,69.9,0.0
2017-04-03,월,2626,2347,81,198,465,0,1258,577,4,3,0,0,밥,꽃게탕,오이달래무침,밥,콩비지찌개,가자미카레튀김,11.0,0.0,45.9,0.0
2017-04-04,화,2626,2360,54,212,418,0,809,535,4,4,0,0,밥,된장찌개,쇠불고기,참치주먹밥,쌀국수,오징어순대볶음,12.6,0.0,43.5,0.0
2017-04-05,수,2626,2312,63,251,0,0,1060,391,4,5,0,0,짜장밥,맑은계란국,유산슬,밥,미역장국,유자청돈육볶음,13.4,48.5,77.4,0.0
2017-04-06,목,2626,2290,65,271,317,0,897,436,4,6,0,0,밥,근대국,마늘치킨,김치볶음밥/계란,유부주머니국,쇠고기퀘사디아,15.6,15.7,86.4,0.0
2017-04-07,금,2626,2184,151,291,67,0,602,431,4,7,0,0,밥,육개장,미니채소떡갈비,밥,매운어묵국,순살닭갈비,15.0,0.0,69.5,0.0
2017-04-10,월,2626,2316,81,229,418,0,1218,541,4,10,0,0,밥,얼갈이국,쇠고기낙지볶음,밥,무채국,치즈시즈닝치킨,13.5,0.1,45.3,0.0
2017-04-11,화,2626,2348,44,234,440,0,994,535,4,11,0,0,밥,김치찌개,해물누룽지탕,밥,카레돈까스정식,미소장국,13.2,11.5,59.0,0.0
2017-04-12,수,2626,2344,41,241,0,0,893,384,4,12,0,0,밥,들깨미역국,삼겹살오븐구이,밥,순두부찌개,삼치구이,14.0,0.0,23.0,0.0
2017-04-13,목,2626,2295,61,270,318,0,784,521,4,13,0,0,밥,황태국,닭데리야끼조림,유부초밥,잔치국수,수제핫도그,13.7,0.0,42.5,0.0
2017-04-14,금,2626,2206,122,298,55,0,541,402,4,14,0,0,밥,쇠고기샤브국,오징어볶음,밥,청국장찌개,돈육장조림,15.2,0.0,49.0,0.0
2017-04-17,월,2626,2324,82,220,434,0,1237,479,4,17,0,0,밥,된장찌개,돈육굴소스볶음,밥,쇠고기무국,고등어조림,14.2,16.5,88.6,0.0
2017-04-18,화,2626,2325,57,244,405,0,839,567,4,18,0,0,밥,들깨시래기국,쇠고기장조림,나가사끼짬뽕,야채볶음밥,치킨핑거*요거트D,14.7,0.0,60.4,0.0
2017-04-19,수,2626,2334,36,256,0,0,871,408,4,19,0,0,곤드레밥,맑은국,탕수어,밥,닭개장,갈치구이,14.6,0.0,36.1,0.0
2017-04-20,목,2626,2294,44,288,284,0,713,511,4,20,0,0,밥,아욱국,등갈비김치찜,오므라이스,가쯔오장국,떡볶이,13.0,0.2,52.6,0.0
2017-04-21,금,2626,2182,137,307,59,0,547,353,4,21,0,0,밥,콩나물김치국,버섯불고기,밥,열무된장국,돈육강정,14.3,0.0,56.1,0.0
2017-04-24,월,2626,2290,76,260,373,0,1109,531,4,24,0,0,밥,부대찌개,언양식불고기,밥,오징어국,쇠고기숙주볶음,14.6,0.0,59.9,0.0
2017-04-25,화,2626,2269,69,288,336,0,791,510,4,25,0,0,밥,차돌박이찌개,닭강정,멸치주먹밥,양송이스프,토마토스파게티,17.3,0.1,68.1,0.0
2017-04-26,수,2626,2277,45,304,0,0,835,0,4,26,0,0,비빔밥,맑은국,오징어튀김,None,None,None,14.7,1.7,71.6,0.0
2017-04-27,목,2626,2254,61,311,183,0,788,442,4,27,0,0,밥,미역국,매콤함박스테이크,닭갈비볶음밥,어묵국,크림카레우동,14.7,0.0,29.5,0.0
2017-04-28,금,2626,2155,161,310,44,0,575,362,4,28,0,0,밥,꽃게찌개,탕수육,밥,얼갈이된장국,주꾸미떡볶음,15.4,0.0,38.8,0.0
2017-05-02,화,2637,1581,933,123,88,0,525,298,5,2,0,0,밥,참치김치찌개,훈제오리구이/쌈무,밥,순두부찌개,돈육굴소스볶음,15.7,0.0,49.6,0.0
2017-05-04,목,2637,1372,1224,41,45,0,383,262,5,4,0,0,밥,들깨미역국,닭갈비,야채볶음밥,유부주머니국,미니버거,17.9,0.6,61.0,0.0
2017-05-08,월,2637,1792,715,130,151,0,792,308,5,8,0,0,밥,고추장찌개,쇠불고기,밥,육개장,꽁치오븐구이,17.7,0.0,50.3,0.0
2017-05-10,수,2637,2346,68,223,0,0,1235,500,5,10,0,0,밥,된장찌개,제육볶음,밥,연두부탕,닭오븐구이,16.6,0.1,74.8,0.0
2017-05-11,목,2637,2316,57,264,471,0,829,501,5,11,0,0,밥,콩가루배추국,낙지볶음,볶음밥/짜장소스,맑은국,사천식탕수육,19.9,0.0,61.6,0.0
2017-05-12,금,2637,2235,113,289,96,0,817,507,5,12,0,0,밥,옹심이만두떡국,유린기,밥,청국장찌개,돼지갈비찜,17.0,9.1,85.4,0.0
2017-05-15,월,2637,2350,63,224,516,0,1203,505,5,15,0,0,밥,콩비지찌개,돈육꽈리고추볶음,밥,닭개장,가자미카레튀김,16.0,0.0,49.0,0.0
2017-05-16,화,2637,2330,41,266,486,0,890,533,5,16,0,0,밥,쇠고기샤브국,오징어볶음,꼬마김밥*겨자장,잔치국수,감자만두,16.5,0.0,60.6,0.0
2017-05-17,수,2637,2323,46,268,0,0,864,484,5,17,0,0,밥,열무된장국,쇠고기장조림,밥,차돌박이찌개,갈치양념조림,17.1,0.0,60.5,0.0
2017-05-18,목,2637,2290,60,287,343,0,796,459,5,18,0,0,밥,부대찌개,굴비구이,밥,옛날돈가스,옥수수스프,18.8,0.0,58.0,0.0
2017-05-19,금,2637,2186,146,305,81,0,662,414,5,19,0,0,밥,새우살미역국,순살양념치킨,밥,배추된장국,쇠고기숙주볶음,20.3,0.0,53.8,0.0
2017-05-22,월,2637,2334,63,240,504,0,1207,585,5,22,0,0,밥,시금치된장국,제육볶음,밥,연두부찌개,코다리조림,19.6,0.0,56.6,0.0
2017-05-23,화,2637,2333,47,257,429,0,889,545,5,23,0,0,밥,소고기국,간장찜닭,볶음밥,짬뽕,탕수육,18.9,0.0,67.6,0.0
2017-05-24,수,2637,2311,49,277,0,0,852,387,5,24,0,0,콩나물밥,김치국,고등어구이,밥,꽃게탕,모둠장조림,20.2,3.9,73.9,0.0
2017-05-25,목,2637,2290,57,290,320,0,838,456,5,25,0,0,밥,들깨시래기국,오리불고기,마파두부덮밥,유부장국,수제고로케,21.5,0.0,51.9,0.0
2017-05-26,금,2637,2171,164,302,60,0,597,462,5,26,0,0,밥,콩나물국,주꾸미떡볶음,밥,된장찌개,치즈닭갈비,17.4,0.0,43.8,0.0
2017-05-29,월,2637,2309,88,240,394,0,1193,555,5,29,0,0,밥,황태국,소불고기,밥,우거지해장국,임연수엿장조림,23.5,0.0,51.6,0.0
2017-05-30,화,2637,2324,57,256,293,0,821,579,5,30,0,0,밥,얼갈이된장국,동파삼겹수육,김밥,맑은국,쫄면야채무침,23.4,0.0,51.6,0.0
2017-05-31,수,2637,2329,43,265,0,0,910,0,5,31,0,0,열무보리비빔밥,가쯔오장국,탕수만두,None,None,None,21.3,0.8,69.3,0.0
2017-06-01,목,2648,2317,66,265,317,0,914,505,6,1,0,0,밥,오이냉국,등갈비김치찜,주먹밥,단호박스프,로제스파게티,23.4,0.0,58.1,0.0
2017-06-02,금,2648,2190,165,293,77,0,699,480,6,2,0,0,밥,돈육김치찌개,삼치된장구이,밥,새알만두국,팝콘치킨*데리야끼소스,20.0,0.0,49.3,0.0
2017-06-05,월,2648,1865,633,150,174,0,760,306,6,5,0,0,밥,근대국,돈육굴소스볶음,밥,감자고추장찌개,탕수어,19.5,0.0,50.5,0.0
2017-06-07,수,2648,2345,75,228,0,0,1127,549,6,7,0,0,밥,콩나물국,훈제오리구이,밥,열무된장국,돼지갈비찜,19.6,12.6,72.3,0.0
2017-06-08,목,2648,2311,63,274,423,0,857,443,6,8,0,0,밥,얼갈이된장국,미니채소떡갈비,김밥볶음밥,냉모밀국수,야채튀김,21.3,0.0,54.6,0.0
2017-06-09,금,2648,2224,130,294,67,0,715,460,6,9,0,0,밥,호박잎된장찌개,깐풍기,밥,쇠고기미역국,가자미양념찜,22.6,0.0,49.6,0.0
2017-06-12,월,2648,2352,87,209,529,0,1140,552,6,12,0,0,밥,연두부탕,쇠고기숙주볶음,밥,된장찌개,돈육강정,19.0,0.0,56.5,0.0
2017-06-13,화,2648,2367,47,234,451,0,916,540,6,13,0,0,밥,도토리묵냉국,쭈꾸미볶음,참치회덮밥,미소장국,고구마치즈구이,18.8,0.3,65.8,0.0
2017-06-14,수,2648,2340,55,253,0,0,907,408,6,14,0,0,곤드레밥*강된장,가쯔오장국,치킨핑거,밥,알탕,미트볼케찹조림,20.9,0.0,61.1,0.0
2017-06-15,목,2648,2316,64,268,318,0,763,443,6,15,0,0,밥,쇠고기샤브국,갈치구이,볶음밥,열무김치국수,부추만두,23.3,0.0,48.8,0.0
2017-06-16,금,2648,2179,164,305,62,0,644,383,6,16,0,0,밥,아욱된장국,삼겹살구이,밥,참치김치찌개,쇠고기장조림,21.8,0.0,57.6,0.0
2017-06-19,월,2648,2320,102,226,455,0,1126,489,6,19,0,0,밥,들깨시래기국,유자청제육볶음,밥,감자국,닭데리야끼조림,24.1,0.0,54.5,0.0
2017-06-20,화,2648,2329,66,253,429,0,888,508,6,20,0,0,밥,오이지냉국,고등어김치말이,충무김밥,미역장국,오징어무침,21.2,10.3,73.3,0.0
2017-06-21,수,2648,2319,60,269,0,0,982,445,6,21,0,0,카레라이스,유부주머니국,언양식불고기,밥,해물된장찌개,고추잡채*꽃빵,22.5,0.0,66.6,0.0
2017-06-22,목,2648,2306,69,273,317,0,875,451,6,22,0,0,밥,쇠고기미역국,해물누룽지탕,소고기주먹밥,쌀국수,또띠아피자,23.5,0.0,62.9,0.0
2017-06-23,금,2648,2196,162,290,57,0,609,441,6,23,0,0,밥,나가사끼짬뽕국,닭갈비,밥,콩비지찌개,탕수어,23.8,0.0,62.9,0.0
2017-06-26,월,2648,2299,112,237,374,0,1147,539,6,26,0,0,밥,차돌박이찌개,훈제오리고추장볶음,밥,연두부찌개,탕수육,21.7,10.5,84.5,0.0
2017-06-27,화,2648,2333,59,256,309,0,973,575,6,27,0,0,밥,북어콩나물국,오징어볶음,콩국수,작은밥,탄두리치킨,22.8,0.0,70.1,0.0
2017-06-28,수,2648,2331,58,259,0,0,745,0,6,28,0,0,콩나물밥,얼갈이된장국,삼치구이,None,None,None,23.4,0.0,66.6,0.0
2017-06-29,목,2648,2316,66,266,209,0,814,451,6,29,0,0,밥,우무묵냉국,갈릭돈까스,빠에야,올챙이만두국,웨지감자,22.0,4.8,78.8,0.0
2017-06-30,금,2648,2164,188,296,34,0,695,370,6,30,0,0,밥,꼬지어묵탕,매운닭찜,밥,청국장찌개,장어강정,24.1,0.0,75.9,0.0
2017-07-03,월,2839,2559,66,214,414,0,1231,501,7,3,0,0,밥,콩나물국,짬뽕불고기,밥,육개장,고등어카레구이,26.6,0.3,72.6,0.0
2017-07-04,화,2839,2542,50,247,368,0,962,432,7,4,0,0,밥,배추된장국,낙지볶음,후난식볶음밥,가쯔오장국,닭강정,26.1,1.9,80.5,0.0
2017-07-05,수,2839,2533,46,260,0,0,912,340,7,5,0,0,짜장덮밥,계란국,유산슬,밥,대구찌개,돈육굴소스볶음,25.8,17.6,81.8,0.0
2017-07-06,목,2839,2499,72,268,341,0,821,501,7,6,0,0,밥,아욱된장국,등갈비김치찜,김밥,잔치국수,수제고로케,24.8,5.2,89.6,0.0
2017-07-07,금,2839,2405,146,288,73,0,613,472,7,7,0,0,밥,오이냉국,유린기,밥,순두부찌개,해물까스*탈탈소스,25.2,0.3,90.4,0.0
2017-07-10,월,2839,2526,98,215,406,0,1084,527,7,10,0,0,밥,콩나물국,버섯불고기,밥,감자국,사천식탕수육,26.9,0.0,85.8,0.0
2017-07-11,화,2839,2545,62,232,380,0,866,444,7,11,0,0,밥,어묵국,주꾸미떡볶음,오므라이스,미소장국,새우또띠아,26.1,0.0,78.5,0.0
2017-07-12,수,2839,2507,69,263,0,0,918,414,7,12,0,0,<초복특식>,삼계탕,찹쌀밥,밥,해물된장찌개,모둠장조림,27.4,0.0,75.6,0.0
2017-07-13,목,2839,2483,79,277,311,0,765,461,7,13,0,0,밥,근대국,돼지갈비찜,유부초밥,김치말이국수,풋고추튀김,26.8,0.0,78.3,0.0
2017-07-14,금,2839,2344,209,286,57,0,613,485,7,14,0,0,밥,부대찌개,갈치조림,밥,고추장찌개,미니함박조림,26.7,0.0,81.9,0.0
2017-07-17,월,2839,2495,132,212,424,0,1168,500,7,17,0,0,밥,무채국,돈육고추장볶음,밥,꽃게탕,소고기장조림,26.6,4.8,83.1,0.0
2017-07-18,화,2839,2502,98,239,419,0,916,513,7,18,0,0,밥,열무된장국,간장찜닭,목살필라프,단호박스프,토마토스파게티,26.7,1.9,83.6,0.0
2017-07-19,수,2839,2501,79,259,0,0,830,457,7,19,0,0,김치제육덮밥,맑은국,양장피잡채,밥,호박잎된장찌개,언양식불고기,27.8,0.0,73.5,0.0
2017-07-20,목,2839,2471,90,278,270,0,750,429,7,20,0,0,밥,소고기매운무국,오징어굴소스볶음,카레라이스,유부장국,해물볶음우동,28.5,0.0,78.1,0.0
2017-07-21,금,2839,2332,206,301,46,0,648,410,7,21,0,0,밥,닭곰탕,미트볼케찹조림,밥,육개장,꽁치구이,30.2,0.0,73.5,0.0
2017-07-24,월,2839,2391,237,211,401,0,1119,486,7,24,0,0,밥,어묵탕,콩나물불고기,밥,콩가루배추국,고추잡채*꽃빵,29.7,0.1,79.4,0.0
2017-07-25,화,2839,2382,214,243,272,0,827,514,7,25,0,0,밥,된장찌개,가자미카레튀김,빠에야,냉모밀국수,비빔야채만두,27.3,17.2,87.4,0.0
2017-07-26,수,2839,2339,254,246,0,0,797,0,7,26,0,0,나물비빔밥,미소장국,파스타샐러드,None,None,None,26.1,0.0,69.9,0.0
2017-07-27,목,2839,2265,334,240,221,0,804,486,7,27,0,0,밥,콩나물냉국,순살파닭,마파두부덮밥,미역장국,탕수육,25.7,0.0,64.1,0.0
2017-07-28,금,2839,2156,419,264,46,0,501,459,7,28,0,0,밥,쇠고기샤브국,주꾸미떡볶음,밥,닭개장,생선까스*탈탈소스,27.2,0.0,68.0,0.0
2017-07-31,월,2839,2159,524,156,192,0,945,455,7,31,0,0,밥,연두부탕,쇠고기숙주볶음,밥,아욱국,돈육씨앗강정,26.2,38.2,87.0,0.0
2017-08-01,화,2645,1998,466,181,320,0,745,509,8,1,0,0,밥,부대찌개,해물누룽지탕,김밥볶음밥,잔치국수,훈제오리냉채,27.3,0.0,81.5,0.0
2017-08-02,수,2645,2003,454,188,0,0,799,337,8,2,0,0,밥,꽃게탕,미니채소떡갈비,밥,느타리버섯국,탕수어,26.9,0.0,81.5,0.0
2017-08-03,목,2645,1987,451,207,301,0,776,401,8,3,0,0,밥,오이미역냉국,닭오븐구이,콩나물밥,가쯔오장국,쇠고기장조림,27.5,0.0,71.8,0.0
2017-08-04,금,2645,1863,544,238,55,0,668,354,8,4,0,0,밥,콩나물국,제육볶음,밥,차돌박이찌개,치킨텐더,28.9,0.0,71.0,0.0
2017-08-07,월,2645,2049,428,168,351,0,1078,497,8,7,0,0,밥,어묵국,쇠고기낙지볶음,밥,근대국,등갈비김치찜,30.5,0.0,60.3,0.0
2017-08-08,화,2645,2024,414,207,350,0,842,445,8,8,0,0,밥,미역국,닭갈비,해물굴소스볶음밥,가쯔오장국,비빔메밀국수,28.0,0.0,70.5,0.0
2017-08-09,수,2645,2007,428,210,0,0,946,372,8,9,0,0,밥,도토리묵냉국,수제돈까스,밥,뼈해장국,고등어조림,26.7,0.2,87.0,0.0
2017-08-10,목,2645,1979,438,228,292,0,777,438,8,10,0,0,밥,돈육김치찌개,갈치구이,멸치주먹밥,물냉면,케이준샐러드,28.8,0.0,72.4,0.0
2017-08-11,금,2645,1839,566,240,66,0,710,393,8,11,0,0,밥,고추장찌개,돈육보쌈,밥,오징어국,깐풍기,26.6,28.8,78.8,0.0
2017-08-14,월,2645,1651,863,131,114,0,692,275,8,14,0,0,밥,된장찌개,짬뽕불고기,밥,콩가루배추국,양파치킨,22.0,48.5,96.6,0.0
2017-08-16,수,2645,2062,403,180,0,0,973,433,8,16,0,0,밥,쇠고기무국,오징어볶음*소면,밥,콩나물국,돼지갈비찜,26.3,0.8,85.5,0.0
2017-08-17,목,2645,2067,357,221,380,0,823,507,8,17,0,0,밥,들깨시래기국,매운닭찜,김치볶음밥,어묵우동,미니햄버거,26.8,0.8,80.0,0.0
2017-08-18,금,2645,1977,396,272,61,0,731,484,8,18,0,0,짜장밥,맑은국,해물까스*칠리소스,밥,해물순두부찌개,유자청제육볶음,26.6,0.0,77.4,0.0
2017-08-21,월,2645,2402,74,169,618,0,1232,673,8,21,0,0,밥,조랭이떡미역국,소고기불고기,밥,참치김치찌개,안동찜닭,25.3,20.2,90.8,0.0
2017-08-22,화,2645,2358,74,213,484,0,1053,604,8,22,0,0,밥,해물된장찌개,표고버섯탕수육,충무김밥,유부주머니국,오징어무침,26.1,8.1,88.8,0.0
2017-08-23,수,2645,2358,72,215,0,0,953,537,8,23,0,0,곤드레밥*강된장,가쯔오장국,가자미양념찜,밥,청국장찌개,돈육모듬장조림,28.3,11.6,77.3,0.0
2017-08-24,목,2645,2308,78,259,344,0,843,489,8,24,0,0,밥,쇠고기샤브국,주꾸미굴소스볶음,김치주먹밥,콩국수,타코야끼,29.4,0.3,68.3,0.0
2017-08-25,금,2645,2171,164,310,55,0,594,354,8,25,0,0,밥,알탕,미트볼케찹조림,밥,고추장찌개,생선까스*탈탈소스,27.6,0.8,66.9,0.0
2017-08-28,월,2645,2251,169,225,337,0,1191,514,8,28,0,0,밥,콩나물국,돈육간장불고기,밥,닭곰탕,고등어김치말이,24.9,0.0,71.0,0.0
2017-08-29,화,2645,2264,121,260,294,0,877,609,8,29,0,0,밥,배추된장국,닭갈비,유부초밥,냉모밀국수,깐풍육,26.9,0.0,55.6,0.0
2017-08-30,수,2645,2259,116,270,0,0,898,395,8,30,0,0,산채비빔밥,미소장국,언양식불고기,밥,부대찌개,해물청경채볶음,22.3,0.0,45.8,0.0
2017-08-31,목,2645,2254,110,281,189,0,852,487,8,31,0,0,밥,육개장,굴비구이,밥,옛날돈까스,브로컬리크림스프,21.9,0.0,59.8,0.0
2017-09-01,금,2642,2162,177,303,45,0,663,0,9,1,0,0,밥,시래기국,훈제오리구이,None,None,None,22.7,0.0,50.8,0.0
2017-09-04,월,2642,2286,113,243,416,0,1168,581,9,4,0,0,밥,북어국,버섯불고기,밥,콩나물김치국,가자미튀김,21.8,0.0,69.5,0.0
2017-09-05,화,2642,2303,74,265,390,0,924,518,9,5,0,0,밥,연두부탕,등갈비김치찜,닭갈비볶음밥,가쯔오장국,크림카레우동,21.5,0.7,76.3,0.0
2017-09-06,수,2642,2298,69,275,0,0,922,503,9,6,0,0,밥,꽃게탕,마늘치킨,밥,해물된장찌개,돈육굴소스볶음,20.8,32.3,86.4,0.0
2017-09-07,목,2642,2285,78,279,358,0,926,455,9,7,0,0,밥,쇠고기미역국,오징어볶음*소면,볶음밥/짜장소스,맑은국,고추잡채*꽃빵,20.6,1.0,81.0,0.0
2017-09-08,금,2642,2182,155,305,66,0,662,494,9,8,0,0,밥,열무된장국,동파육,밥,콩비지찌개,유린기,22.3,0.0,73.8,0.0
2017-09-11,월,2642,2338,101,203,478,0,1350,510,9,11,0,0,밥,시래기된장국,유자청제육볶음,밥,소고기무국,주꾸미굴소스볶음,20.9,74.4,87.5,0.0
2017-09-12,화,2642,2328,72,242,430,0,993,540,9,12,0,0,밥,차돌박이찌개,해물누룽지탕,김밥,잔치국수,야채튀김,22.9,0.0,70.5,0.0
2017-09-13,수,2642,2332,57,253,0,0,945,476,9,13,0,0,카레라이스,미소장국,떡갈비조림,밥,미역국,돼지갈비찜,20.6,0.0,62.9,0.0
2017-09-14,목,2642,2283,68,291,317,0,860,437,9,14,0,0,밥,고사리육개장,닭찜,빠에야,쌀국수,고구마오븐구이,20.3,0.0,65.5,0.0
2017-09-15,금,2642,2154,198,290,70,0,602,454,9,15,0,0,밥,참치김치찌개,단호박장조림,밥,된장찌개,돈육간장강정,20.0,0.0,58.8,0.0
2017-09-18,월,2642,2329,93,220,501,0,1214,552,9,18,0,0,밥,해물순두부찌개,언양식불고기,밥,아욱국,후르츠탕수육,20.8,0.0,71.0,0.0
2017-09-19,화,2642,2347,49,246,432,0,958,567,9,19,0,0,밥,들깨버섯국,소고기낙지볶음,충무김밥,나가사끼짬뽕,오징어초무침,21.7,0.0,70.6,0.0
2017-09-20,수,2642,2301,62,279,0,0,890,411,9,20,0,0,콩나물밥,가쯔오국,감자프리타타,밥,김치국,해물청경채볶음,20.6,0.0,65.4,0.0
2017-09-21,목,2642,2292,70,280,334,0,820,546,9,21,0,0,밥,쇠고기샤브국,꽁치구이,치킨마요덮밥,꼬지어묵탕,수제칠리핫도그,18.2,0.0,70.0,0.0
2017-09-22,금,2642,2177,174,291,67,0,735,490,9,22,0,0,밥,콩가루배추국,순살양념치킨,밥,설렁탕,김치전,19.3,0.0,70.0,0.0
2017-09-25,월,2642,2287,97,258,385,0,1099,592,9,25,0,0,밥,근대국,짬뽕불고기,밥,부대찌개*라면사리,갈치구이,21.7,0.0,72.5,0.0
2017-09-26,화,2642,2300,81,261,342,0,902,573,9,26,0,0,밥,시래기들깨탕,닭갈비,참치주먹밥,김치우동,오징어튀김,22.1,0.0,65.0,0.0
2017-09-27,수,2642,2307,70,265,0,0,1023,0,9,27,0,0,밥,콩나물국,삼겹살구이,밥,된장찌개,미니함박조림,19.2,8.2,81.5,0.0
2017-09-28,목,2642,2277,102,263,202,0,589,473,9,28,0,0,밥,차돌박이찌개,매운주꾸미볶음,오므라이스,맑은장국,돈가스또띠아,20.1,0.0,63.0,0.0
2017-09-29,금,2642,2180,214,248,22,0,760,0,9,29,0,0,밥,미역국,쇠불고기/잡채,None,None,None,15.8,0.0,58.3,0.0
2017-10-10,화,2645,2331,105,209,641,0,1265,746,10,10,0,0,밥,아욱국,훈제오리구이,밥,동태찌개,돈육굴소스볶음,21.6,0.0,78.3,0.0
2017-10-11,수,2645,2335,60,250,0,0,1109,613,10,11,0,0,밥,고추장찌개,레몬탕수육,후난식볶음밥,잔치국수,새우까스*탈탈소스,21.1,0.0,72.8,0.0
2017-10-12,목,2645,2330,46,269,1017,0,989,626,10,12,0,0,밥,해물된장찌개,닭찜,밥,순두부찌개,소고기숙주볶음,14.4,18.6,79.1,0.0
2017-10-13,금,2645,2314,63,268,86,0,1015,628,10,13,0,0,밥,쇠고기무국,오징어볶음*소면,밥,어묵국,등갈비김치찜,14.3,0.0,58.9,0.0
2017-10-16,월,2645,2330,90,225,464,0,1173,497,10,16,0,0,밥,차돌박이찌개,제육볶음,밥,콩나물국,닭오븐구이,15.6,0.0,66.1,0.0
2017-10-17,화,2645,2331,56,258,453,0,848,555,10,17,0,0,밥,근대국,고등어조림,목살필라프,단호박스프,로제스파게티,14.9,0.0,75.4,0.0
2017-10-18,수,2645,2330,45,270,0,0,814,490,10,18,0,0,밥,민물새우찌개,수제돈가스,밥,얼갈이된장국,소고기모듬장조림,15.9,0.0,61.9,0.0
2017-10-19,목,2645,2296,67,282,341,0,901,514,10,19,0,0,밥,새알미역국,유린기,산채비빔밥,유부장국,수제고로케,16.6,0.0,61.4,0.0
2017-10-20,금,2645,2154,190,301,53,0,533,416,10,20,0,0,밥,쇠고기매운버섯국,해물청경채볶음,밥,된장찌개,코다리강정,15.9,0.0,68.6,0.0
2017-10-23,월,2645,2279,116,250,435,0,1115,538,10,23,0,0,밥,콩나물국,버섯불고기,밥,수제비국,닭강정,14.9,0.0,48.4,0.0
2017-10-24,화,2645,2322,65,258,400,0,1037,439,10,24,0,0,밥,배추된장국,쭈꾸미볶음,볶음밥*자장소스,계란파국,떡볶이,11.4,0.1,76.4,0.0
2017-10-25,수,2645,2281,75,289,0,0,786,0,10,25,0,0,곤드레밥*강된장,가쯔오장국,갈치조림,None,None,None,11.3,0.0,72.5,0.0
2017-10-26,목,2645,2242,101,302,251,0,824,405,10,26,0,0,밥,육개장,치킨핑거,멸치주먹밥,김치국수,소고기퀘사디아,11.8,0.0,73.6,0.0
2017-10-27,금,2645,2126,210,309,57,0,567,327,10,27,0,0,밥,시금치국,돼지갈비찜,밥,콩비지찌개,가자미카레튀김,13.1,0.0,69.8,0.0
2017-10-30,월,2645,2271,124,250,374,0,1150,589,10,30,0,0,밥,들깨시래기국,닭갈비,밥,돈육김치찌개,꽁치구이,9.0,0.0,39.9,0.0
2017-10-31,화,2645,2292,63,290,238,0,955,503,10,31,0,0,밥,근대국,돈삼겹보쌈,오므라이스,가쯔오장국,해물까스*탈탈소스,8.1,0.0,58.0,0.0
2017-11-01,수,2644,2302,63,279,0,0,815,424,11,1,0,0,카레덮밥,맑은국,개성감자만두,밥,순두부찌개,깐풍기,9.9,0.0,61.9,0.0
2017-11-02,목,2644,2287,53,304,333,0,854,469,11,2,0,0,밥,사골떡국,오징어볶음,통새우김밥,우동,찹쌀순대볶음,11.0,0.0,74.0,0.0
2017-11-03,금,2644,2167,173,304,58,0,644,406,11,3,0,0,밥,된장찌개,누룽지탕수육,밥,닭개장,미트볼케찹조림,12.1,0.0,65.5,0.0
2017-11-06,월,2644,2307,93,244,452,0,1167,451,11,6,0,0,밥,콩가루배추국,짬뽕불고기,밥,어묵국,소고기장조림,8.2,0.0,71.0,0.0
2017-11-07,화,2644,2301,75,268,462,0,943,522,11,7,0,0,밥,오징어국,수제돈까스,유부초밥,잔치국수,감자치즈오븐구이,13.0,0.0,74.9,0.0
2017-11-08,수,2644,2308,60,276,0,0,780,397,11,8,0,0,콩나물밥,미역장국,언양식불고기,밥,쇠고기샤브국,해물청경채볶음,15.3,0.0,53.8,0.0
2017-11-09,목,2644,2267,90,287,347,0,797,414,11,9,0,0,밥,해물된장찌개,매운닭찜,낙지덮밥,유부장국,동그랑땡전,9.8,0.0,61.4,0.0
2017-11-10,금,2644,2168,184,292,56,0,630,397,11,10,0,0,밥,올갱이아욱국,등갈비김치찜,밥,소고기무국,임연수엿장조림,12.7,0.0,61.1,0.0
2017-11-13,월,2644,2297,107,240,525,0,1017,547,11,13,0,0,밥,시금치국,소고기불고기,밥,연두부탕,훈제오리떡볶음,8.1,0.0,68.1,0.0
2017-11-14,화,2644,2297,78,269,388,0,924,515,11,14,0,0,밥,새알미역국,돼지갈비찜,볶음밥,계란국,짜장면,10.2,0.0,47.9,0.0
2017-11-15,수,2644,2281,87,276,0,0,895,363,11,15,0,0,곤드레밥*간장양념,청양된장찌개,굴비구이,밥,뼈감자탕,해물까스*탈탈소스,6.1,0.0,49.0,0.0
2017-11-16,목,2644,2232,129,283,347,0,736,437,11,16,0,0,밥,북어계란국,찜닭,밥,수제비국,김치두루치기,3.4,0.0,64.4,0.0
2017-11-17,금,2644,2120,213,311,58,0,640,332,11,17,0,0,밥,콩비지찌개,미니채소떡갈비,밥,토란탕,주꾸미굴소스볶음,5.9,0.0,60.8,0.0
2017-11-20,월,2644,2300,107,237,517,0,1115,569,11,20,0,0,밥,차돌박이찌개,오징어볶음,밥,알탕,동파삼겹수육,4.5,0.0,43.6,0.0
